"","ref","target","t","match","gold","syn_def","definition","syn_words","syn","pos","id","freq.x","freq.y","synset","target_centrality","ref_centrality","polysemy_target","polysemy_ref","correct","sig","p","corr"
"2322","print","publish","1928","True","1","put into print","Print/Be published","['print', 'publish']","Synset('print.v.01')","vi","03.09.08.23","139192","399207","print.v.01","1","8","3","5","0","1","0.0465282322841671","-0.714285714285714"
"2323","profane","subvert","1914","True","-1","corrupt morally or by intemperance or sensuality","Do wrong/Corrupt","['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']","Synset('corrupt.v.01')","vt","02.03.05.10","8826.5","27690","corrupt.v.01","2","1","4","2","1","0","0.355819572501788","-0.35"
"2324","profane","subvert","1914","True","-1","corrupt morally or by intemperance or sensuality","Degrade/impair morally/pervert/deprave","['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']","Synset('corrupt.v.01')","vt","03.06.05.01.01|16","8826.5","27690","corrupt.v.01","2","1","4","2","1","0","0.355819572501788","-0.35"
"2325","profane","demoralize","1874","True","-1","corrupt morally or by intemperance or sensuality","Do wrong/Corrupt","['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']","Synset('corrupt.v.01')","vt","02.03.05.10","352.5","27690","corrupt.v.01","1","1","3","2",NA,NA,NA,NA
"2326","profane","deprave","1858","True","-1","corrupt morally or by intemperance or sensuality","Pervert/distort","['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']","Synset('corrupt.v.01')","vt","02.01.10.06.01","1229","27690","corrupt.v.01","1","1","1","2",NA,NA,NA,NA
"2327","profess","pretend","1866","True","-1","state insincerely","State/declare/set forth/Assert without proof/allege/claim/maintain/profess","['profess', 'pretend']","Synset('profess.v.07')","vt","02.07.06.08|06","139863.5","22097","profess.v.07","7","7","2","7","1","0","0.109807127801225","-0.446153846153846"
"2328","profess","pretend","1850","True","-1","state insincerely","State/declare/set forth/Assert without proof/allege/claim/maintain/profess/to have","['profess', 'pretend']","Synset('profess.v.07')","vt","02.07.06.08|06.01","139863.5","22097","profess.v.07","7","7","2","7","1","0","0.259667397337218","-0.310714285714286"
"2329","profitably","productively","1868","True","-1","in a productive way","Management of money/Getting/making money/profitably","['productively', 'fruitfully', 'profitably']","Synset('productively.r.01')","adv","03.12.20.01.02|02","2968.5","7634","productively.r.01","1","1","1","1",NA,NA,NA,NA
"2330","prohibit","nix","1934","True","1","command against","Be subject to/Prohibit","['forbid', 'prohibit', 'interdict', 'proscribe', 'veto', 'disallow', 'nix']","Synset('forbid.v.01')","vt","03.04.09.06","1167.5","68537.5","forbid.v.01","2","1","1","1",NA,NA,NA,NA
"2331","prohibited","verboten","1912","True","1","excluded from use or mention","Subject to authority/Prohibiting/prohibited","['forbidden', 'out', 'prohibited', 'proscribed', 'taboo', 'tabu', 'verboten']","Synset('forbidden.s.01')","adj","03.04.09.06|01","28.5","120683","forbidden.s.01","1","2","1","1",NA,NA,NA,NA
"2332","prohibitive","prohibitory","1924","True","1","tending to discourage especially of prices","Pertaining to linguistics/Pertaining to mood/prohibitive","['prohibitive', 'prohibitory']","Synset('prohibitive.s.01')","adj","02.07.04.01.07|07","1358","4727.5","prohibitive.s.01","1","1","1","1","0","0","0.156174927113702","-0.657142857142857"
"2333","prohibitive","prohibitory","1924","True","-1","tending to discourage especially of prices","Pertaining to linguistics/Pertaining to mood/prohibitive","['prohibitive', 'prohibitory']","Synset('prohibitive.s.01')","adj","02.07.04.01.07|07","1358","4727.5","prohibitive.s.01","1","1","1","1","1","0","0.156174927113702","-0.657142857142857"
"2334","project","contrive","1856","True","-1","make or work out a plan for devise","Intend/Plan/devise/invent/design","['plan', 'project', 'contrive', 'design']","Synset('plan.v.03')","vt","02.05.04.01|13","4829.5","1520573","plan.v.03","1","9","3","7","1","1","0.0380216562635579","-0.539285714285714"
"2335","project","envision","1920","True","1","imagine conceive of see in ones mind","Perceive/Imagine/visualize","['visualize', 'visualise', 'envision', 'project', 'fancy', 'see', 'figure', 'picture', 'image']","Synset('visualize.v.01')","vt","02.01.07.05","13228.5","1520573","visualize.v.01","1","11","2","7",NA,NA,NA,NA
"2336","prolong","protract","1850","True","-1","lengthen in time cause to be or last longer","Extend/Spread/diffuse (something)","['prolong', 'protract', 'extend', 'draw_out']","Synset('prolong.v.01')","vt","01.12.02.01","456.5","22446.5","prolong.v.01","1","1","1","2","1","0","0.622787172011662","-0.257142857142857"
"2337","prolong","protract","1854","True","-1","lengthen in time cause to be or last longer","Have duration/cause to endure/sustain/prolong","['prolong', 'protract', 'extend', 'draw_out']","Synset('prolong.v.01')","vt","01.13.02|02","456.5","22446.5","prolong.v.01","1","1","1","2","1","0","0.622787172011662","-0.257142857142857"
"2338","promote","upgrade","1920","True","1","give a promotion to or assign to a higher position","Carry on an occupation/Have career/promote/upgrade","['promote', 'upgrade', 'advance', 'kick_upstairs', 'raise', 'elevate']","Synset('promote.v.02')","vt","03.11.04.01|08","14530.5","454223","promote.v.02","9","2","5","5",NA,NA,NA,NA
"2339","prompt","inspire","1882","True","-1","serve as the inciting cause of","Motivate/suggest/influence by suggestion/incite/instigate/the utterance/publication of","['prompt', 'inspire', 'instigate']","Synset('prompt.v.02')","vt","02.05.06|03.12.01.02","33241","94075.5","prompt.v.02","3","4","6","2","1","0","0.795414501853898","-0.0839160839160839"
"2340","propel","prompt","1856","True","-1","give an incentive for action","Have motive/incite/instigate","['motivate', 'actuate', 'propel', 'move', 'prompt', 'incite']","Synset('motivate.v.01')","vi","02.05.06|01","94075.5","3376","motivate.v.01","3","2","2","2","1","0","0.200422686711942","-0.442424242424242"
"2341","propitiatory","propitiative","1928","True","1","intended to reconcile or appease","At variance/Making/promoting concord/peace/appeasing/propitiatory","['propitiative', 'propitiatory']","Synset('propitiative.s.01')","adj","03.01.07.06.01|02",NA,"439","propitiative.s.01","1","2","1","1",NA,NA,NA,NA
"2342","proscribe","nix","1934","True","1","command against","Be subject to/Prohibit","['forbid', 'prohibit', 'interdict', 'proscribe', 'veto', 'disallow', 'nix']","Synset('forbid.v.01')","vt","03.04.09.06","1167.5","3663.5","forbid.v.01","2","1","1","1",NA,NA,NA,NA
"2343","proscribed","verboten","1912","True","1","excluded from use or mention","Subject to authority/Prohibiting/prohibited","['forbidden', 'out', 'prohibited', 'proscribed', 'taboo', 'tabu', 'verboten']","Synset('forbidden.s.01')","adj","03.04.09.06|01","28.5","6401.5","forbidden.s.01","1","2","1","1",NA,NA,NA,NA
"2344","prove","essay","1856","True","-1","put to the test as for its quality or give experimental use to","Attempt/Try/test","['test', 'prove', 'try', 'try_out', 'examine', 'essay']","Synset('test.v.01')","vt","01.15.10.01.01","446997.5","827069.5","test.v.01","4","5","2","9","1","0","0.128328646015749","-0.410714285714286"
"2345","prove","try","1892","True","-1","put to the test as for its quality or give experimental use to","Test/Prove, demonstrate","['test', 'prove', 'try', 'try_out', 'examine', 'essay']","Synset('test.v.01')","vt","02.02.06.03","2309182.5","827069.5","test.v.01","3","5","5","9","0","0","0.109737232241656","0.509090909090909"
"2346","prurient","salacious","1896","True","-1","characterized by lust","Morally evil/Lascivious/lustful/lecherous","['lubricious', 'lustful', 'prurient', 'salacious']","Synset('lubricious.s.02')","adj","03.06.05.07.02.01|06","102","3932","lubricious.s.02","1","1","2","1",NA,NA,NA,NA
"2347","prurient","lubricious","1884","True","-1","characterized by lust","Morally evil/Lascivious/lustful","['lubricious', 'lustful', 'prurient', 'salacious']","Synset('lubricious.s.02')","adj","03.06.05.07.02.01",NA,"3932","lubricious.s.02","2","1","2","1",NA,NA,NA,NA
"2348","psychoanalyse","analyse","1908","True","1","subject to psychoanalytic treatment","Psychoanalyse","['analyze', 'analyse', 'psychoanalyze', 'psychoanalyse']","Synset('analyze.v.04')","vt","02.01.05.18","55111","636.5","analyze.v.04","4","1","4","1",NA,NA,NA,NA
"2349","psychoanalyze","analyse","1908","True","1","subject to psychoanalytic treatment","Psychoanalyse","['analyze', 'analyse', 'psychoanalyze', 'psychoanalyse']","Synset('analyze.v.04')","vt","02.01.05.18","55111","42","analyze.v.04","4","1","4","1",NA,NA,NA,NA
"2350","publish","release","1904","True","1","prepare and issue for public distribution or sale","Print/Publish","['publish', 'bring_out', 'put_out', 'issue', 'release']","Synset('publish.v.02')","vt","03.09.08.23","496573","139192","publish.v.02","16","2","11","3","1","1","0.000204472406148833","0.915151515151515"
"2351","puddle","wee","1934","True","1","eliminate urine","The body/Urinate","['make', 'urinate', 'piddle', 'puddle', 'micturate', 'piss', 'pee', 'pee-pee', 'make_water', 'relieve_oneself', 'take_a_leak', 'spend_a_penny', 'wee', 'wee-wee', 'pass_water']","Synset('make.v.49')","vi","01.02.03.20.05.02","16733.5","7583.5","make.v.49","2","12","1","6","0","0","0.759945300218093","-0.142857142857143"
"2352","puddle","wee-wee","1930","True","1","eliminate urine","The body/Urinate","['make', 'urinate', 'piddle', 'puddle', 'micturate', 'piss', 'pee', 'pee-pee', 'make_water', 'relieve_oneself', 'take_a_leak', 'spend_a_penny', 'wee', 'wee-wee', 'pass_water']","Synset('make.v.49')","vi","01.02.03.20.05.02",NA,"7583.5","make.v.49","1","12","1","6",NA,NA,NA,NA
"2353","puke","retch","1888","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04","274","1440.5","vomit.v.01","2","3","1","1",NA,NA,NA,NA
"2354","puke","regorge","1850","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/regurgitate","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|02",NA,"1440.5","vomit.v.01","1","3","1","1",NA,NA,NA,NA
"2355","puke","sick","1930","True","1","eject the contents of the stomach through the mouth","Be in ill-health/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vi","01.03.01.04.18.03|03","443696","1440.5","vomit.v.01","2","3","2","1",NA,NA,NA,NA
"2356","puke","cast","1850","True","-1","eject the contents of the stomach through the mouth","Be in ill-health/Of birds: have disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vi","01.03.01.05.12|02","450196.5","1440.5","vomit.v.01","20","3","10","1",NA,NA,NA,NA
"2357","puke","sick","1924","True","1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04","443696","1440.5","vomit.v.01","2","3","2","1",NA,NA,NA,NA
"2358","puke","disgorge","1860","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit/empty stomach","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04.02","849.5","1440.5","vomit.v.01","2","3","2","1",NA,NA,NA,NA
"2359","pule","mewl","1860","True","-1","cry weakly or softly","Hear/Cry of emotion/pain/whimper","['wail', 'whimper', 'mewl', 'pule']","Synset('wail.v.02')","vi","01.09.09.02.04.04.01|05",NA,"14","wail.v.02","1","1","1","1",NA,NA,NA,NA
"2360","pull","rive","1862","True","-1","tear or be torn violently","Impel/drive/Push and pull/away/pull/away/out/off violently","['rend', 'rip', 'rive', 'pull']","Synset('rend.v.01')","vt","01.14.07.02|08.18.01","800","388945","rend.v.01","1","19","2","12","0","0","0.64451158102072","0.214285714285714"
"2361","pull_away","retreat","1862","True","-1","pull back or move away or backward","Have (specific) shape/Recede/form recess","['withdraw', 'retreat', 'pull_away', 'draw_back', 'recede', 'pull_back', 'retire', 'move_back']","Synset('withdraw.v.01')","vi","01.12.03.08.02","114754",NA,"withdraw.v.01","8","1","5","1",NA,NA,NA,NA
"2362","pull_away","retire","1852","True","-1","pull back or move away or backward","Move in a certain direction/Move backwards/retire/withdraw/retreat","['withdraw', 'retreat', 'pull_away', 'draw_back', 'recede', 'pull_back', 'retire', 'move_back']","Synset('withdraw.v.01')","v","01.14.05.05|01","75420.5",NA,"withdraw.v.01","3","1","11","1",NA,NA,NA,NA
"2363","pull_back","retreat","1862","True","-1","pull back or move away or backward","Have (specific) shape/Recede/form recess","['withdraw', 'retreat', 'pull_away', 'draw_back', 'recede', 'pull_back', 'retire', 'move_back']","Synset('withdraw.v.01')","vi","01.12.03.08.02","114754",NA,"withdraw.v.01","8","1","5","5",NA,NA,NA,NA
"2364","pull_back","retire","1852","True","-1","pull back or move away or backward","Move in a certain direction/Move backwards/retire/withdraw/retreat","['withdraw', 'retreat', 'pull_away', 'draw_back', 'recede', 'pull_back', 'retire', 'move_back']","Synset('withdraw.v.01')","v","01.14.05.05|01","75420.5",NA,"withdraw.v.01","3","1","11","5",NA,NA,NA,NA
"2365","punctured","perforated","1890","True","-1","having a hole cut through","Placeable/usable in more than one position/Of/pertaining to an aperture/bored/pierced/perforated/having hole(s)/made/outlined by perforations","['pierced', 'perforated', 'perforate', 'punctured']","Synset('pierced.s.01')","adj","01.12.05.04.01|05.07.03","5803","1657.5","pierced.s.01","3","6","2","3","1","0","0.0713435614675377","-0.714285714285714"
