target,ref,t,match,gold,syn_def,definition,syn_words,syn,pos,id
rearwards,rearward,1896,True,-1,at or to or toward the back or rear,Motion in certain direction/Backwards,"['back', 'backward', 'backwards', 'rearward', 'rearwards']",Synset('back.r.02'),adv,01.14.05.05
unreconcilable,irreconcilable,1896,True,-1,impossible to reconcile,Orderly/Unharmonious/incongruous/irreconcilable,"['irreconcilable', 'unreconcilable']",Synset('irreconcilable.a.01'),adj,01.16.03.02.03|05
mensurate,measure,1896,True,-1,determine the measurements of something or somebody take measurements of,Measure,"['measure', 'mensurate', 'measure_out']",Synset('measure.v.01'),vt,01.16.05
mensurate,measure_out,1896,True,-1,determine the measurements of something or somebody take measurements of,Measure,"['measure', 'mensurate', 'measure_out']",Synset('measure.v.01'),vt,01.16.05
imbecile,imbecilic,1896,True,-1,having a mental age of three to seven years,Lacking understanding/Intellectually weak/idiotic,"['imbecile', 'imbecilic', 'idiotic']",Synset('imbecile.s.01'),adj,02.01.09.05|04
imbecile,idiotic,1896,True,-1,having a mental age of three to seven years,Lacking understanding/Intellectually weak/idiotic,"['imbecile', 'imbecilic', 'idiotic']",Synset('imbecile.s.01'),adj,02.01.09.05|04
thankless,ungrateful,1896,True,-1,not feeling or showing gratitude,Grateful/Ungrateful/not thanked,"['ungrateful', 'thankless', 'unthankful']",Synset('ungrateful.a.01'),adj,02.04.18.01|02
thankless,unthankful,1896,True,-1,not feeling or showing gratitude,Grateful/Ungrateful/not thanked,"['ungrateful', 'thankless', 'unthankful']",Synset('ungrateful.a.01'),adj,02.04.18.01|02
salacious,lubricious,1896,True,-1,characterized by lust,Morally evil/Lascivious/lustful/lecherous,"['lubricious', 'lustful', 'prurient', 'salacious']",Synset('lubricious.s.02'),adj,03.06.05.07.02.01|06
salacious,lustful,1896,True,-1,characterized by lust,Morally evil/Lascivious/lustful/lecherous,"['lubricious', 'lustful', 'prurient', 'salacious']",Synset('lubricious.s.02'),adj,03.06.05.07.02.01|06
salacious,prurient,1896,True,-1,characterized by lust,Morally evil/Lascivious/lustful/lecherous,"['lubricious', 'lustful', 'prurient', 'salacious']",Synset('lubricious.s.02'),adj,03.06.05.07.02.01|06
mark,tag,1896,True,-1,attach a tag or label to,Indicate/Label/tag/ticket/attach to (an article) an indication of price,"['tag', 'label', 'mark']",Synset('tag.v.01'),vt,03.09.04.02.03|01
mark,label,1896,True,-1,attach a tag or label to,Indicate/Label/tag/ticket/attach to (an article) an indication of price,"['tag', 'label', 'mark']",Synset('tag.v.01'),vt,03.09.04.02.03|01
graven,sculpted,1896,True,-1,cut into a desired shape,Pertaining to the Arts/Sculpture/carving/sculptured/carved,"['graven', 'sculpted', 'sculptured']",Synset('graven.s.01'),adj,03.13.03.03.06.01|01
graven,sculptured,1896,True,-1,cut into a desired shape,Pertaining to the Arts/Sculpture/carving/sculptured/carved,"['graven', 'sculpted', 'sculptured']",Synset('graven.s.01'),adj,03.13.03.03.06.01|01
jingle-jangle,jingle,1898,True,-1,make a sound typical of metallic objects,Hear/Ring/jingle/jangle,"['jingle', 'jingle-jangle', 'jangle']",Synset('jingle.v.01'),vi,01.09.09.02.03.03.02|08
jingle-jangle,jangle,1898,True,-1,make a sound typical of metallic objects,Hear/Ring/jingle/jangle,"['jingle', 'jingle-jangle', 'jangle']",Synset('jingle.v.01'),vi,01.09.09.02.03.03.02|08
midway,center,1898,True,-1,equally distant from the extremes,Placeable/usable in more than one position/Of/pertaining to/situated in the centre/situated in the centre/middle,"['center', 'halfway', 'middle', 'midway']",Synset('center.s.01'),adj,01.12.05.02|03
midway,halfway,1898,True,-1,equally distant from the extremes,Placeable/usable in more than one position/Of/pertaining to/situated in the centre/situated in the centre/middle,"['center', 'halfway', 'middle', 'midway']",Synset('center.s.01'),adj,01.12.05.02|03
midway,middle,1898,True,-1,equally distant from the extremes,Placeable/usable in more than one position/Of/pertaining to/situated in the centre/situated in the centre/middle,"['center', 'halfway', 'middle', 'midway']",Synset('center.s.01'),adj,01.12.05.02|03
unmanageable,difficult,1898,True,-1,hard to control,Difficult/Types of difficulty/difficult/intractable (of things),"['unmanageable', 'difficult']",Synset('unmanageable.a.02'),adj,01.15.11.01|06
tedious,boring,1898,True,-1,so lacking in interest as to cause mental weariness,Manner of action/Slow/not rapid/slow to act/dilatory,"['boring', 'deadening', 'dull', 'ho-hum', 'irksome', 'slow', 'tedious', 'tiresome', 'wearisome']",Synset('boring.s.01'),adj,01.15.20.06|06
tedious,deadening,1898,True,-1,so lacking in interest as to cause mental weariness,Manner of action/Slow/not rapid/slow to act/dilatory,"['boring', 'deadening', 'dull', 'ho-hum', 'irksome', 'slow', 'tedious', 'tiresome', 'wearisome']",Synset('boring.s.01'),adj,01.15.20.06|06
tedious,dull,1898,True,-1,so lacking in interest as to cause mental weariness,Manner of action/Slow/not rapid/slow to act/dilatory,"['boring', 'deadening', 'dull', 'ho-hum', 'irksome', 'slow', 'tedious', 'tiresome', 'wearisome']",Synset('boring.s.01'),adj,01.15.20.06|06
tedious,ho-hum,1898,True,-1,so lacking in interest as to cause mental weariness,Manner of action/Slow/not rapid/slow to act/dilatory,"['boring', 'deadening', 'dull', 'ho-hum', 'irksome', 'slow', 'tedious', 'tiresome', 'wearisome']",Synset('boring.s.01'),adj,01.15.20.06|06
tedious,irksome,1898,True,-1,so lacking in interest as to cause mental weariness,Manner of action/Slow/not rapid/slow to act/dilatory,"['boring', 'deadening', 'dull', 'ho-hum', 'irksome', 'slow', 'tedious', 'tiresome', 'wearisome']",Synset('boring.s.01'),adj,01.15.20.06|06
tedious,slow,1898,True,-1,so lacking in interest as to cause mental weariness,Manner of action/Slow/not rapid/slow to act/dilatory,"['boring', 'deadening', 'dull', 'ho-hum', 'irksome', 'slow', 'tedious', 'tiresome', 'wearisome']",Synset('boring.s.01'),adj,01.15.20.06|06
tedious,tiresome,1898,True,-1,so lacking in interest as to cause mental weariness,Manner of action/Slow/not rapid/slow to act/dilatory,"['boring', 'deadening', 'dull', 'ho-hum', 'irksome', 'slow', 'tedious', 'tiresome', 'wearisome']",Synset('boring.s.01'),adj,01.15.20.06|06
tedious,wearisome,1898,True,-1,so lacking in interest as to cause mental weariness,Manner of action/Slow/not rapid/slow to act/dilatory,"['boring', 'deadening', 'dull', 'ho-hum', 'irksome', 'slow', 'tedious', 'tiresome', 'wearisome']",Synset('boring.s.01'),adj,01.15.20.06|06
jump,startle,1898,True,-1,move or jump suddenly as if in surprise or alarm,"Expect/Surprise, astonish/startle","['startle', 'jump', 'start']",Synset('startle.v.02'),vt,02.01.14.02|02
jump,start,1898,True,-1,move or jump suddenly as if in surprise or alarm,"Expect/Surprise, astonish/startle","['startle', 'jump', 'start']",Synset('startle.v.02'),vt,02.01.14.02|02
revolt,disgust,1898,True,-1,fill with distaste,Feel hatred/Disgust/excite repugnance,"['disgust', 'gross_out', 'revolt', 'repel']",Synset('disgust.v.01'),v,02.04.14.01.01
revolt,gross_out,1898,True,-1,fill with distaste,Feel hatred/Disgust/excite repugnance,"['disgust', 'gross_out', 'revolt', 'repel']",Synset('disgust.v.01'),v,02.04.14.01.01
revolt,repel,1898,True,-1,fill with distaste,Feel hatred/Disgust/excite repugnance,"['disgust', 'gross_out', 'revolt', 'repel']",Synset('disgust.v.01'),v,02.04.14.01.01
revolt,disgust,1898,True,-1,cause aversion in offend the moral sense of,Feel hatred/Disgust/excite repugnance,"['disgust', 'revolt', 'nauseate', 'sicken', 'churn_up']",Synset('disgust.v.02'),v,02.04.14.01.01
revolt,nauseate,1898,True,-1,cause aversion in offend the moral sense of,Feel hatred/Disgust/excite repugnance,"['disgust', 'revolt', 'nauseate', 'sicken', 'churn_up']",Synset('disgust.v.02'),v,02.04.14.01.01
revolt,sicken,1898,True,-1,cause aversion in offend the moral sense of,Feel hatred/Disgust/excite repugnance,"['disgust', 'revolt', 'nauseate', 'sicken', 'churn_up']",Synset('disgust.v.02'),v,02.04.14.01.01
revolt,churn_up,1898,True,-1,cause aversion in offend the moral sense of,Feel hatred/Disgust/excite repugnance,"['disgust', 'revolt', 'nauseate', 'sicken', 'churn_up']",Synset('disgust.v.02'),v,02.04.14.01.01
underhanded,sneaky,1898,True,-1,marked by deception,Morally evil/Unprincipled/underhand/sneaky,"['sneaky', 'underhand', 'underhanded']",Synset('sneaky.s.01'),adj,03.06.05.05|06
underhanded,underhand,1898,True,-1,marked by deception,Morally evil/Unprincipled/underhand/sneaky,"['sneaky', 'underhand', 'underhanded']",Synset('sneaky.s.01'),adj,03.06.05.05|06
underhanded,underhand,1898,True,-1,with hand brought forward and up from below shoulder level,Morally evil/Unprincipled/underhand/sneaky,"['underhand', 'underhanded', 'underarm']",Synset('underhand.a.01'),adj,03.06.05.05|06
underhanded,underarm,1898,True,-1,with hand brought forward and up from below shoulder level,Morally evil/Unprincipled/underhand/sneaky,"['underhand', 'underhanded', 'underarm']",Synset('underhand.a.01'),adj,03.06.05.05|06
manifest,attest,1898,True,-1,provide evidence for stand as proof of show by ones behavior attitude or external attributes,Be manifest/Demonstrate,"['attest', 'certify', 'manifest', 'demonstrate', 'evidence']",Synset('attest.v.01'),vi,03.09.02.04.01.02
manifest,certify,1898,True,-1,provide evidence for stand as proof of show by ones behavior attitude or external attributes,Be manifest/Demonstrate,"['attest', 'certify', 'manifest', 'demonstrate', 'evidence']",Synset('attest.v.01'),vi,03.09.02.04.01.02
manifest,demonstrate,1898,True,-1,provide evidence for stand as proof of show by ones behavior attitude or external attributes,Be manifest/Demonstrate,"['attest', 'certify', 'manifest', 'demonstrate', 'evidence']",Synset('attest.v.01'),vi,03.09.02.04.01.02
manifest,evidence,1898,True,-1,provide evidence for stand as proof of show by ones behavior attitude or external attributes,Be manifest/Demonstrate,"['attest', 'certify', 'manifest', 'demonstrate', 'evidence']",Synset('attest.v.01'),vi,03.09.02.04.01.02
slush,splash,1900,True,-1,make a splashing sound,Liquid/Splash/heavily/at something,"['splash', 'splosh', 'slosh', 'slush']",Synset('splash.v.05'),vi,01.10.05.08.04|01.01
slush,splosh,1900,True,-1,make a splashing sound,Liquid/Splash/heavily/at something,"['splash', 'splosh', 'slosh', 'slush']",Synset('splash.v.05'),vi,01.10.05.08.04|01.01
slush,slosh,1900,True,-1,make a splashing sound,Liquid/Splash/heavily/at something,"['splash', 'splosh', 'slosh', 'slush']",Synset('splash.v.05'),vi,01.10.05.08.04|01.01
chapped,cracked,1900,True,-1,used of skin roughened as a result of cold or exposure,Of/pertaining to creation/Breaking/cracking/broken/cracked/fissured,"['chapped', 'cracked', 'roughened']",Synset('chapped.s.01'),adj,01.11.02.02.01|01.04
chapped,roughened,1900,True,-1,used of skin roughened as a result of cold or exposure,Of/pertaining to creation/Breaking/cracking/broken/cracked/fissured,"['chapped', 'cracked', 'roughened']",Synset('chapped.s.01'),adj,01.11.02.02.01|01.04
summate,total,1900,True,-1,determine the sum of,Perform arithmetic/algebraic operations/add/sum,"['total', 'tot', 'tot_up', 'sum', 'sum_up', 'summate', 'tote_up', 'add', 'add_together', 'tally', 'add_up']",Synset('total.v.02'),vt,01.16.04.09|01
summate,tot,1900,True,-1,determine the sum of,Perform arithmetic/algebraic operations/add/sum,"['total', 'tot', 'tot_up', 'sum', 'sum_up', 'summate', 'tote_up', 'add', 'add_together', 'tally', 'add_up']",Synset('total.v.02'),vt,01.16.04.09|01
summate,tot_up,1900,True,-1,determine the sum of,Perform arithmetic/algebraic operations/add/sum,"['total', 'tot', 'tot_up', 'sum', 'sum_up', 'summate', 'tote_up', 'add', 'add_together', 'tally', 'add_up']",Synset('total.v.02'),vt,01.16.04.09|01
summate,sum,1900,True,-1,determine the sum of,Perform arithmetic/algebraic operations/add/sum,"['total', 'tot', 'tot_up', 'sum', 'sum_up', 'summate', 'tote_up', 'add', 'add_together', 'tally', 'add_up']",Synset('total.v.02'),vt,01.16.04.09|01
summate,sum_up,1900,True,-1,determine the sum of,Perform arithmetic/algebraic operations/add/sum,"['total', 'tot', 'tot_up', 'sum', 'sum_up', 'summate', 'tote_up', 'add', 'add_together', 'tally', 'add_up']",Synset('total.v.02'),vt,01.16.04.09|01
summate,tote_up,1900,True,-1,determine the sum of,Perform arithmetic/algebraic operations/add/sum,"['total', 'tot', 'tot_up', 'sum', 'sum_up', 'summate', 'tote_up', 'add', 'add_together', 'tally', 'add_up']",Synset('total.v.02'),vt,01.16.04.09|01
summate,add,1900,True,-1,determine the sum of,Perform arithmetic/algebraic operations/add/sum,"['total', 'tot', 'tot_up', 'sum', 'sum_up', 'summate', 'tote_up', 'add', 'add_together', 'tally', 'add_up']",Synset('total.v.02'),vt,01.16.04.09|01
summate,add_together,1900,True,-1,determine the sum of,Perform arithmetic/algebraic operations/add/sum,"['total', 'tot', 'tot_up', 'sum', 'sum_up', 'summate', 'tote_up', 'add', 'add_together', 'tally', 'add_up']",Synset('total.v.02'),vt,01.16.04.09|01
summate,tally,1900,True,-1,determine the sum of,Perform arithmetic/algebraic operations/add/sum,"['total', 'tot', 'tot_up', 'sum', 'sum_up', 'summate', 'tote_up', 'add', 'add_together', 'tally', 'add_up']",Synset('total.v.02'),vt,01.16.04.09|01
summate,add_up,1900,True,-1,determine the sum of,Perform arithmetic/algebraic operations/add/sum,"['total', 'tot', 'tot_up', 'sum', 'sum_up', 'summate', 'tote_up', 'add', 'add_together', 'tally', 'add_up']",Synset('total.v.02'),vt,01.16.04.09|01
loan,lend,1900,True,-1,give temporarily let have for a limited time,Give/Lend,"['lend', 'loan']",Synset('lend.v.02'),vi,02.06.12.04
wharf,moor,1900,True,-1,come into or dock at a wharf,Travel by water in/on a vessel/Berth/moor/anchor/come to wharf,"['moor', 'berth', 'wharf']",Synset('moor.v.02'),vi,03.10.05.06|06
wharf,berth,1900,True,-1,come into or dock at a wharf,Travel by water in/on a vessel/Berth/moor/anchor/come to wharf,"['moor', 'berth', 'wharf']",Synset('moor.v.02'),vi,03.10.05.06|06
metric,metrical,1900,True,-1,based on the meter as a standard of measurement,Pertaining to the Arts/Metrical,"['metric', 'metrical']",Synset('metric.a.01'),adj,03.13.03.04.06.04.03
metric,measured,1900,True,-1,the rhythmic arrangement of syllables,Pertaining to the Arts/Metrical,"['measured', 'metrical', 'metric']",Synset('measured.s.02'),adj,03.13.03.04.06.04.03
metric,metrical,1900,True,-1,the rhythmic arrangement of syllables,Pertaining to the Arts/Metrical,"['measured', 'metrical', 'metric']",Synset('measured.s.02'),adj,03.13.03.04.06.04.03
unfeelingly,callously,1902,True,-1,in a callous way,Without emotion/callously/hard-heartedly,"['callously', 'unfeelingly']",Synset('callously.r.01'),adv,02.04.02|06
utter,emit,1904,True,-1,express audibly utter sounds not necessarily words,Cause to move in a direction/Let/send out/emit,"['utter', 'emit', 'let_out', 'let_loose']",Synset('utter.v.02'),vt,01.14.05.11.01|03
utter,let_out,1904,True,-1,express audibly utter sounds not necessarily words,Cause to move in a direction/Let/send out/emit,"['utter', 'emit', 'let_out', 'let_loose']",Synset('utter.v.02'),vt,01.14.05.11.01|03
utter,let_loose,1904,True,-1,express audibly utter sounds not necessarily words,Cause to move in a direction/Let/send out/emit,"['utter', 'emit', 'let_out', 'let_loose']",Synset('utter.v.02'),vt,01.14.05.11.01|03
revert,return,1904,True,-1,go back to a previous state,Return,"['revert', 'return', 'retrovert', 'regress', 'turn_back']",Synset('revert.v.01'),vi,03.10.01.08
revert,retrovert,1904,True,-1,go back to a previous state,Return,"['revert', 'return', 'retrovert', 'regress', 'turn_back']",Synset('revert.v.01'),vi,03.10.01.08
revert,regress,1904,True,-1,go back to a previous state,Return,"['revert', 'return', 'retrovert', 'regress', 'turn_back']",Synset('revert.v.01'),vi,03.10.01.08
revert,turn_back,1904,True,-1,go back to a previous state,Return,"['revert', 'return', 'retrovert', 'regress', 'turn_back']",Synset('revert.v.01'),vi,03.10.01.08
appeal,attract,1906,True,-1,be attractive to,Attract/appeal,"['attract', 'appeal']",Synset('attract.v.02'),vi,02.02.17|01
precisely,exactly,1906,True,-1,indicating exactness or preciseness,Declaratively/In assenting manner/giving assent/expression of assent/exactly/just so,"['precisely', 'exactly', 'just']",Synset('precisely.r.01'),adv,02.07.06.11|02.07
precisely,just,1906,True,-1,indicating exactness or preciseness,Declaratively/In assenting manner/giving assent/expression of assent/exactly/just so,"['precisely', 'exactly', 'just']",Synset('precisely.r.01'),adv,02.07.06.11|02.07
precisely,incisively,1906,True,-1,in a precise manner,Declaratively/In assenting manner/giving assent/expression of assent/exactly/just so,"['precisely', 'incisively', 'exactly']",Synset('precisely.r.02'),adv,02.07.06.11|02.07
precisely,exactly,1906,True,-1,in a precise manner,Declaratively/In assenting manner/giving assent/expression of assent/exactly/just so,"['precisely', 'incisively', 'exactly']",Synset('precisely.r.02'),adv,02.07.06.11|02.07
